8.873573738030604563e-02 3.909267240636544738e-01 -5.048183190511888085e+01 3.304656535095243264e+00
3.501396380380207562e-02 2.921526225016370937e-01 -6.742510317281769971e+01 1.138032606167231897e+00
7.468129340074704248e-02 1.425106985934989079e-01 -6.250430196397620364e+01 8.074237886208351256e+00
6.351335312981597203e-02 2.811755689865017560e-01 -5.357445630232766831e+01 6.051113843885683963e+00
2.153473770259047015e-02 2.910850952444155593e-01 -6.652821857246817672e+01 3.488383490766350015e+00
3.105677120651034046e-02 1.270093429320562350e-01 -5.820088256251761294e+01 6.149207116392608974e+00
9.119363051602158432e-02 2.315974789874122586e-01 -7.623854532470440404e+01 3.603077013847832522e+00
3.835103621167862409e-02 2.285742006043984809e-01 -7.946399431029227856e+01 6.376168131007948325e+00
3.183638986897161655e-02 3.739523297020209691e-01 -6.419915273128239619e+01 9.161253278207128758e+00
6.049794030370706649e-02 1.498385200836565845e-01 -7.770830838209070635e+01 7.126809138982036274e+00
1.112946830337087356e-02 1.086227056096913113e-01 -6.201468062007499071e+01 3.087097042026788252e+00
4.538360174477681225e-02 3.709447038134008334e-01 -6.975811837410461180e+01 1.599221800211766187e+00
4.996003774655490698e-02 2.000952779984840335e-01 -5.329136447513499775e+01 1.700619123444343961e+00
4.451656627428958457e-02 3.083147464714960928e-01 -6.231065876865932296e+01 9.458484041811605181e+00
4.972048209596951346e-02 1.712280566481942379e-01 -7.125903396993111016e+01 3.175398843400387694e+00
4.138723805536284606e-02 3.131651506764725479e-01 -5.860840277457971581e+01 4.488879153644905529e+00
5.462909879559942755e-02 2.379396424972576585e-01 -5.341204797127196002e+01 3.293589131180221230e+00
8.424254993561003380e-02 1.294000536026662096e-01 -5.817115260891543471e+01 9.155748595741206586e+00
2.538031179569953666e-02 2.136558363314383646e-01 -5.193194749816703393e+01 3.833746325219288043e+00
2.361376335095144441e-02 3.492552634142555013e-01 -6.895126105714641085e+01 6.041713337945871842e+00
7.750851785460005638e-02 3.377886531054753450e-01 -6.059233036707340858e+01 3.897712694822824009e+00
7.904020444737226703e-02 2.391877107220374277e-01 -7.811833833617201606e+01 2.254224056852168090e+00
7.210644199126212128e-02 3.874599180036534252e-01 -5.383780641029241565e+01 7.904686216868410220e+00
3.386363335240064748e-02 3.361701703706505007e-01 -6.566827757800452048e+01 6.529582370847436756e+00
2.641256456595103552e-02 1.014284075683313247e-01 -6.287793456995124330e+01 9.943219245266822881e+00
6.064010707272121659e-02 1.830221020650029951e-01 -7.978728438388955624e+01 8.352899619007674303e+00
6.849249908222544703e-02 2.600125753235333903e-01 -5.114150257079992912e+01 1.628135879689115217e+00
4.436109369755769638e-02 3.185673930219607430e-01 -5.265326665200304035e+01 2.172609636445465675e+00
7.284109056118956427e-02 1.562650848514234303e-01 -7.458775930027925938e+01 8.369150348071377365e+00
2.507556789102818179e-02 2.728316177556326938e-01 -5.882816776689703175e+01 5.708038945662640806e+00
9.502573347813927929e-02 3.761832367300665947e-01 -7.233304028226204707e+01 1.296316800743253728e+00
1.011779806966878713e-02 1.947243548175677796e-01 -5.998735964742947857e+01 1.343665853857312298e+00
3.968228062437405279e-02 3.521757497319826236e-01 -7.562273124616804409e+01 1.476071635406851712e+00
3.946880466272051358e-02 3.597991216207462317e-01 -5.023219700830432544e+01 1.618388466121718494e+00
9.783619679703489669e-02 2.451405350148609386e-01 -6.414594982107489329e+01 2.222641616382959207e+00
9.800671265961424794e-02 2.032321323600391194e-01 -6.631579222998570344e+01 6.701051951466331147e+00
4.171740407553428676e-02 1.262421298143222292e-01 -7.934335900307647194e+01 4.445573628350790507e+00
1.663339368879232505e-02 2.811027887524363278e-01 -5.749877636350995402e+01 2.540207415197857976e+00
3.173057251650837629e-02 2.616812230320256782e-01 -6.347671421158733551e+01 4.158445380834663752e+00
3.702863709237189105e-02 2.352366813901702880e-01 -7.532193393964642780e+01 5.825857849748207862e+00
7.848491567268171820e-02 1.237695764379538599e-01 -7.123203819743943654e+01 6.095504718138149869e+00
8.615056022764376598e-02 3.110272562525315254e-01 -5.297209922549700423e+01 2.834865833060771223e+00
5.109072086800336976e-02 2.689840823385829527e-01 -5.629341545052810147e+01 3.339525877239393203e+00
4.883902982166767742e-02 1.624233588439555342e-01 -5.892414035411337636e+01 5.828668128661602665e+00
9.618284519005768085e-02 1.292634505703931236e-01 -7.983674353800265067e+01 6.302514687084507905e+00
8.237017073086658203e-02 2.359463868731428438e-01 -7.656064400558487648e+01 9.233460209731900292e+00
1.183577178863015611e-02 1.598968011248782795e-01 -6.444045940751615831e+01 9.540529138618591976e-01
1.032079449941870376e-02 1.092205068426497366e-01 -6.771042439164058635e+01 7.007239610282831599e+00
4.030769357166481132e-02 3.975828964573016044e-01 -5.961979974886593681e+01 8.980443006703390907e+00
8.248803569186599627e-02 1.911181282656673197e-01 -5.239355701892452544e+01 3.092386678561947821e+00
5.474483674265598343e-02 1.138202473512482937e-01 -6.275921202138702881e+01 8.453675715346436803e+00
6.568575863928172165e-02 3.696935375555062686e-01 -5.740714604135179400e+01 7.823378484114064335e+00
8.647073705503144359e-02 1.666707454375107866e-01 -7.932939689193776189e+01 5.634949657239411103e+00
1.484436292564875366e-02 2.182893993867383031e-01 -6.878087659568629419e+01 1.805567444620872264e+00
9.405353393057971911e-02 3.088358895522927972e-01 -6.707372723315478424e+01 7.648656504301213133e+00
2.239468547708912266e-02 3.943048862829211521e-01 -5.787015653561485351e+01 8.661187471856214515e+00
9.270647355791973576e-02 1.422661833556679023e-01 -5.569566453819459184e+01 5.247674252744697121e+00
2.037359587988888526e-02 2.976964019598292155e-01 -6.008024578120912906e+01 4.886899418834029341e+00
1.271316536715322992e-02 2.058521385795307745e-01 -7.716325108090353524e+01 6.140077122616159677e+00
6.206972693980863237e-02 1.102112076597821511e-01 -6.342760822273879739e+01 9.251878521627949326e+00
1.050207994345206917e-02 2.298433692883879442e-01 -5.649745734350923243e+01 9.810717133125363976e-01
2.225150732979048335e-02 1.555591270647472268e-01 -7.721894644161024246e+01 9.136094211427243650e+00
3.424865845758628263e-02 2.531047812602990055e-01 -6.096588587743198673e+01 6.277052264687758232e+00
4.571080165506338083e-02 2.908482576178124668e-01 -6.752796353295451581e+01 4.046962605125862034e+00
2.663528000109276206e-02 2.712288139757160765e-01 -6.725075473377688695e+01 6.732664577600524503e-01
5.680870356047632713e-02 2.297877753640171217e-01 -5.970206487825215902e+01 3.427530462939426315e+00
7.760584322660261936e-02 2.359812643438744251e-01 -6.498873484951930379e+01 2.784174265945237980e+00
6.216585860878643538e-02 3.511806811453000998e-01 -5.145492965883192937e+01 7.689610563365302021e+00
9.759432720221969393e-02 3.070359965375600853e-01 -6.557787777189957978e+01 2.541108334088623799e+00
3.592061844652195968e-02 2.770833313886637561e-01 -7.222809170899890319e+01 6.887550779318314831e+00
8.812503601529841912e-02 2.426037807345714781e-01 -6.740995465311253554e+01 1.720641094949482586e+00
1.955507680636322729e-02 3.673316007661739935e-01 -5.855220208162781148e+01 4.873605166121106613e+00
1.248561622590768465e-02 2.148950868376110490e-01 -6.037872433485674151e+01 5.253842893481092347e+00
8.401382387186111245e-02 3.251807645308520955e-01 -5.373721982679697362e+01 1.191292584886486594e+00
6.014596592000855807e-02 2.064016790232080234e-01 -6.710396012429822576e+01 6.800551828374174157e+00
6.875238566359168080e-02 1.190183235584102994e-01 -6.309008758693052243e+01 3.816499957726801728e+00
8.817431923449151054e-02 1.004617537396118171e-01 -7.188595704057649982e+01 9.517501468415096255e+00
6.245105593745384903e-02 3.987745364306346518e-01 -5.532022938444681870e+01 9.280620598712740588e+00
4.095954293587854983e-02 2.182321502898177945e-01 -5.249113343076390947e+01 7.507175634485768745e-01
8.490945543532965600e-02 3.695259301470567026e-01 -6.209522731973952148e+01 8.382136435203404901e+00
