2.152893956947248277e+00 8.016148771477189794e-02 6.346949218096337164e-03 8.178021668012599323e-06 2.991487476883879282e+01 1.669087443573739546e-02 5.463196063547216125e-04 5.563944958712582767e-03 2.339643359125376330e-03 2.773403887008947244e+00 2.992766768649640467e-03 1.700148211413439990e-03 1.994693804079178401e+00 4.559900497082464144e-02 6.134214350564553442e+00 2.829377872352660181e-02 1.389497341196101817e-04 1.656572353766495365e+00 -9.943019574963295781e+01
1.240279321713148863e-02 6.449275416406784200e-02 4.760263954285868897e-03 1.536003580984179797e-03 4.594672811108636568e-01 3.868158383760812224e+00 5.341617246942380066e-04 8.651375803768943107e-02 5.589267355364310871e-04 3.850221105390557597e+01 1.010185502865311100e-02 2.452902782198037809e-05 2.102920654959553382e+00 2.933802084687155837e-02 1.291079917100749430e+00 7.926657636372996113e-03 4.077768952984852442e-04 2.481475598413267925e+00 -1.149131974390564324e+02
8.471288729297930808e-02 1.774823058721460662e-03 8.876959359256335748e-05 4.482765857271070502e-05 3.964326956215736275e-01 1.274841502083120214e-02 9.897728813427934119e-03 1.949541343716562278e-02 2.823520118393039666e-03 2.429214844713784771e+01 5.656159270181770226e-05 2.525830749791718147e-04 5.183083036049316306e-01 7.102297809817783580e+00 3.764584699487035779e-01 1.029201830714879425e-02 2.163038868315954560e-04 1.193217253417962809e+00 -5.314661392849799881e+01
1.283933432050886336e-01 1.785413752829207168e-01 4.556867467685072346e-04 3.624387296634414045e-04 3.700112834013888374e+01 4.802177744989909458e-01 1.356837182112739272e-02 1.071804631988556578e+00 4.486874137538095567e-03 1.232551699683678059e+00 1.761470828972157288e-02 6.499156559144226436e-04 5.139490854888182358e-01 1.682273845788975764e-02 3.311426264817611376e+00 1.718101115610377178e-02 4.333792685842968410e-06 1.557612354663020504e+00 -7.348291516027714465e+01
2.972127528717907752e-03 1.156750429950097019e-02 8.618884543429214656e-04 6.161757190985569718e-03 4.546000953643564158e-01 1.704738303057308002e+00 6.753920256755964469e-02 1.545232531599989856e-01 3.723363028647123344e-04 5.208736686943162653e+01 5.973605137957839267e-04 2.755829537491625431e-03 1.040715848809548039e+00 1.139784055823769826e+01 5.534784860999478084e+00 2.553766879239150194e-04 3.335943559081676747e-04 1.463318150181004418e+00 -9.429256225349227805e+01
5.223407127849662157e-02 6.159258414378521868e-03 1.326184677720634603e-03 1.656499961016929973e-05 1.695997378965830649e+01 7.756828873498581300e-01 7.903279052588587164e-04 6.107942459648628940e-03 5.120669572570944869e-04 9.782736341858375151e-02 1.351796106556498248e-02 1.699315216651942550e-03 3.101075063771703277e-01 2.170954831257156936e-01 5.333321195204069198e+01 4.442691015433478108e-02 3.121256602517073798e-06 5.664141740666183145e-01 -9.100714828887753072e+01
1.954857484882724025e-02 1.090532717806123264e+00 7.367230184724097783e-03 4.062074337803733923e-04 3.549234160500328583e-01 1.098773169933998754e-02 2.262127102507292375e-04 4.884037736877169106e-02 2.991199011025667842e-04 1.164427658213623484e+00 4.881379654401807002e-05 1.545895281650697106e-04 6.237059257285784142e-01 5.586274899633494329e-01 8.866455595663277345e-01 7.849545236611145047e-03 9.350190213431194787e-04 4.714674156545168859e-01 -9.602705147777473371e+01
2.002372790580847273e+00 7.459213062632578939e-02 7.071730987517617188e-04 3.151029067937140792e-03 1.429313539995815674e+00 2.175875597979159526e+00 9.983522485823572226e-03 3.189911512213003952e+00 2.908380611551485140e-03 3.206109216775175241e+01 1.698461329648378454e-02 2.484495526102105650e-03 2.699980309283390945e+00 8.695047498591613078e+00 9.902735236470087132e-01 2.110800117091441164e-01 7.663769785591761636e-05 1.805260498307374784e+00 -7.168840656471678585e+01
7.694121577097536371e-03 4.866273744482083746e-02 2.987491038097122090e-02 2.345550763200041967e-04 9.028723560393117964e+01 2.076621269685360524e-02 5.747586543909385254e-02 8.516399876727012708e-02 1.396358705455763788e-03 4.390811877478455472e+00 1.865895657062029492e-02 1.280066266898167879e-05 9.664376916150557717e-01 6.573046847220351374e+00 3.593384011349289420e+00 1.686107991853828727e-03 5.170914130218817913e-04 1.994947278650519795e+00 -6.935941295959551667e+01
1.790625553759015234e-02 4.350567147143364899e-01 2.748412702447344813e-02 4.280204036964413319e-04 1.190553003520094677e+02 9.270890159179541457e-03 2.655129080786686581e-04 4.913769395954822178e-02 3.600822722413768440e-02 1.213220131929917678e-01 1.324911467135165069e-02 6.664187993765370794e-04 1.167570561000130125e+00 9.799431580223719185e-02 1.391379686334115684e+00 1.848344743707214114e-03 4.158815150089799047e-06 5.515113678345379133e-01 -7.366282623378066319e+01
