1.222778209034165231e+00 1.014685236461794482e-01 3.406727718230506691e-05 5.416600572501365310e-05 1.081523540188447985e+00 6.453159134244131900e-01 2.126258850835775868e-04 3.228378496215233463e-03 4.872826103887091011e-05 1.450579574439591068e+00 2.598771617261356678e-02 1.164403107310829546e-03 1.521117487930041312e+00 5.218141223494373593e-01 2.157780522036095938e+00 7.125518610244518068e-03 8.588019597625805329e-06 2.479433216060275669e+00 -7.876402328318312129e+01
5.176024228588530472e-03 3.076537816256084620e-02 3.048941887229554039e-03 3.183848630081433095e-02 2.140587947055271201e+01 2.230522331771748468e-01 7.820364452938153785e-03 6.164521755601841575e-03 2.003660163794748425e-04 2.341616878513975930e+00 9.188594228782812415e-07 1.901934561655994346e-05 1.396339605289453445e+00 3.514371401309184795e-01 9.668961261863827872e+00 7.047049589869937725e-05 2.269548509770520602e-06 1.021859785393762099e+00 -7.991078887573426925e+01
1.471971227276122729e+00 3.249633681707259081e-01 1.409777359228423345e-04 1.586227273441162822e-01 3.131948068409068919e-01 5.147121687139893540e-04 3.305200297490271111e-02 4.990144853439547334e-02 6.070994506456996263e-04 8.013622730180678388e+00 2.085955183409858495e-03 2.386380768514794271e-06 7.321202624624505439e-01 1.292992992029225879e-02 1.238341304108023566e+00 2.402832285167240877e-04 1.408605724507969734e-03 2.783647265555263761e+00 -8.540283016654966275e+01
8.338943489916348373e-01 4.981674957155134836e-02 1.060109069799451101e-04 1.104971834994658793e-05 3.556161016336494840e-01 8.137856652664262613e-01 7.948763690934831927e-02 6.312180930460204245e-03 4.838286916494486875e-03 9.503310273528929875e-01 1.334505990711241130e-05 1.572655793418374601e-06 6.209746950321364256e-01 1.738179859771665337e+00 9.807760493437218230e+00 3.885046100425260801e-02 8.269011716476409282e-05 1.833890316217468897e+00 -8.589528294317102564e+01
4.164257821597923681e-01 9.385223712431357834e-02 2.112685702801986851e-04 1.048645672266513074e-06 2.138868193627421022e+01 3.261747614200062595e-02 5.684343884645012510e-06 7.057884553175539644e-01 1.171719553608201783e-04 8.871596033462817443e-01 4.430950076102104071e-06 4.145315742132754174e-07 1.678504783641454168e+00 2.238538147280412005e+00 1.097212026066149565e-01 2.469340344678540647e-02 1.260529241406693225e-04 1.505819301036539049e+00 -5.857266279446103141e+01
2.735747342979662211e-03 8.935376134868996262e-03 3.065056185449981465e-04 4.350501514598579853e-06 3.350609660480055485e+00 4.942437596093941510e-01 3.260933571999538838e-05 7.244598903488621566e-01 1.642106374372489283e-04 1.372129160898895583e-01 6.448643311923464051e-03 5.120497604808937420e-04 1.919514556248178350e+00 1.564147430492735663e-02 8.292487179542851194e+00 3.390853422028216723e-03 2.416893197480493637e-04 2.627626467051179748e+00 -9.782338311228721750e+01
4.833548594020366761e-03 1.063722735065629151e-04 9.240815864728103564e-05 2.340559695719263700e-01 1.149683602751897737e+00 3.580744802618557841e-04 6.056915623402362510e-05 1.134375782540341694e-02 8.980800690779151482e-03 1.169010764505788780e+00 1.140270988885462954e-05 9.683470633603640784e-07 1.499150658613140452e+00 8.847117978697475182e-01 2.733833625561744585e-01 5.495456967466619269e-02 1.296387120183287449e-04 1.928564694175000760e+00 -9.188044608708862881e+01
1.322006863248151830e-02 1.769487766920303394e-04 3.119989172544943950e-05 4.765530490142573690e-03 1.343797881617528001e+00 6.428700778285978412e-01 3.095713636800302530e-03 8.878433804976176846e-01 6.462935127926407479e-04 2.900019780102656153e-01 1.460752873107260376e-03 2.208430355335334449e-03 2.268771558046554393e+00 7.683832051046538547e-01 1.218234494732644974e-01 6.942533235854447815e-03 1.024016820387722435e-06 2.501177447964014977e+00 -6.619179690768538649e+01
1.279970821724322506e-02 1.570515508176755209e-03 5.412653728684576129e-03 2.051296825072814259e-02 2.582572911187119402e+00 2.341675678579524800e-01 2.516552296276940723e-04 1.834365312950044305e-02 4.329854139604192090e-03 1.738355090683497250e+00 5.425233037925300279e-04 7.129029886916694002e-05 2.191074361066151610e+00 9.029968314997708356e-01 4.330848561384952888e-01 2.861294673568020273e-03 2.458417504962534880e-05 9.713824872670407951e-01 -8.745299504812510349e+01
1.805856240765269849e+00 6.440298251385370709e-02 8.737089598442588853e-03 1.991917620450507978e-03 5.255233341061900987e+00 2.219280804656901807e-01 6.649125526565205155e-05 1.233083968726905212e-02 8.961307459638918947e-05 3.374455259124150341e+00 1.331185451182966859e-06 2.652695330513840074e-06 2.421021215714204811e+00 7.854965216384275292e-03 4.225535143344925637e-01 3.611490705935403722e-02 1.239311800136140172e-03 2.759594076281413955e+00 -6.624399741947661369e+01
